Feature,Welch Test Statistic,Welch p-Value,Levene Center Strategy,Levene Test Statistic,Levene p-Value
pcm_fftMag_spectralRollOff75.0_sma_minRangeRel,2.2860187905919913,0.02230583357907193,median,3.5255974336908773,0.060500584950115496
pcm_fftMag_spectralRollOff75.0_sma_meanRisingSlope,0.720302940134022,0.4713807336520983,median,0.2713856766659212,0.6024325316225815
pcm_fftMag_spectralRollOff75.0_sma_stddevRisingSlope,3.0258531032423535,0.0024954787275563934,median,4.937055915301213,0.026342390995544085
pcm_fftMag_spectralRollOff75.0_sma_meanFallingSlope,0.31042465833732813,0.7562541889108674,median,1.6373949488518162,0.20075731419996987
pcm_fftMag_spectralRollOff75.0_sma_stddevFallingSlope,1.9126147185311957,0.055869171581347396,median,1.5742974630762783,0.20965715519397557
pcm_fftMag_spectralRollOff75.0_sma_linregc1,0.07418104316193205,0.9408700589991541,median,23.372764953613917,1.3845659429959436e-06
pcm_fftMag_spectralRollOff75.0_sma_linregc2,-0.9404925583066228,0.34702163071056147,median,8.959530182415646,0.0027771005046067984
pcm_fftMag_spectralRollOff75.0_sma_linregerrQ,-1.7668241642162772,0.0773342129485006,median,0.452898122812681,0.501000674963556
pcm_fftMag_spectralRollOff75.0_sma_qregc1,-1.851049519958925,0.06423773787901992,median,5.059177788590558,0.02454991301974633
pcm_fftMag_spectralRollOff75.0_sma_qregc2,1.5290877467694668,0.1263216303985145,median,19.937023787237862,8.223731992213809e-06
pcm_fftMag_spectralRollOff75.0_sma_qregc3,-2.1025229309199647,0.03556974799649471,median,11.843637625431585,0.0005845004012343797
pcm_fftMag_spectralRollOff75.0_sma_qregerrQ,-0.31519761950544384,0.752628105211127,median,0.28807642334140654,0.5914856313208963
pcm_fftMag_spectralRollOff75.0_sma_centroid,0.5014723632933754,0.6160662798473113,median,16.689843729567905,4.487636794686057e-05
pcm_fftMag_spectralRollOff90.0_sma_amean,-3.4031513475217725,0.0006726634265931038,median,17.6576562474186,2.7020697851730415e-05
pcm_fftMag_spectralRollOff90.0_sma_flatness,2.695871833639208,0.007049789269816426,median,8.395242256724956,0.0037824309526810307
pcm_fftMag_spectralRollOff90.0_sma_rqmean,-3.3257373742939382,0.0008897880580302366,median,23.394612254859616,1.3690201987035072e-06
pcm_fftMag_spectralRollOff90.0_sma_meanPeakDist,7.0172165941791915,2.678442791048314e-12,median,33.9337458707655,6.1497049874543526e-09
pcm_fftMag_spectralRollOff90.0_sma_peakDistStddev,5.6841411169373215,1.4109858451741888e-08,median,22.407278927031697,2.281489341586191e-06
pcm_fftMag_spectralRollOff90.0_sma_peakRangeAbs,4.615073698282115,4.0541683644459045e-06,median,13.361344962839345,0.0002601557096213376
pcm_fftMag_spectralRollOff90.0_sma_peakRangeRel,5.7052100859636425,1.2466513892612542e-08,median,5.722351817085763e-08,0.9998091461729428
pcm_fftMag_spectralRollOff90.0_sma_peakMeanAbs,-1.2685820088388124,0.20466387692754587,median,15.360171234194828,9.032364873382638e-05
pcm_fftMag_spectralRollOff90.0_sma_peakMeanMeanDist,0.2260899240671718,0.8211430075248303,median,7.823154803445714,0.005182704654110417
pcm_fftMag_spectralRollOff90.0_sma_peakMeanRel,3.32260346784953,0.0008999431252260499,median,1.7710329734961607,0.18332997471206566
pcm_fftMag_spectralRollOff90.0_sma_minRangeRel,-0.414583843996508,0.6784688915567286,median,0.7672087454784388,0.3811344134709058
pcm_fftMag_spectralRollOff90.0_sma_meanRisingSlope,-4.459097181705283,8.458079022793166e-06,median,26.5184366916477,2.735716531228265e-07
pcm_fftMag_spectralRollOff90.0_sma_stddevRisingSlope,-1.5054416905082832,0.13228934026198366,median,4.7896119318565145,0.028689381376611953
pcm_fftMag_spectralRollOff90.0_sma_meanFallingSlope,-0.6633909934938932,0.5071183160227863,median,12.404149240468945,0.00043315492669623905
pcm_fftMag_spectralRollOff90.0_sma_stddevFallingSlope,-1.346697023459521,0.17815396063983813,median,6.407983606915178,0.01139874222398298
pcm_fftMag_spectralRollOff90.0_sma_linregc1,-2.1275281192462523,0.03343764589752224,median,32.10310614150964,1.5646998144989816e-08
pcm_fftMag_spectralRollOff90.0_sma_linregc2,0.032812387204808745,0.9738258335917487,median,12.935724981383258,0.0003262573441457189
