102.196	-62.5714
105.5808	-61.1429
110.2688	-59.4286
115.1651	-58.5714
121.5922	-57.4286
126.9912	-56.5714
131.1972	-56.2857
140.0317	-55.7143
146.2495	-55.7143
151.0933	-56
161.2676	-57.1429
168.4283	-58.2857
179.7699	-60
183.7177	-62
189.8025	-63.4286
196.0888	-64.5714
202.5834	-64.8571
209.293	-63.1429
213.8891	-62.2857
218.5862	-60.2857
223.3863	-58.8571
228.2919	-57.4286
233.3053	-55.4286
235.8531	-54
238.4287	-52
246.3255	-50.2857
251.7349	-49.4286
257.263	-50.5714
265.7837	-51.4286
271.6203	-51.7143
280.6165	-46.5714
283.681	-42.5714
289.9106	-36
299.5126	-26.5714
316.2278	-19.1429
326.7014	-13.4286
337.5219	-7.1429
356.3582	-3.1429
372.1815	-0.8571
392.9521	0.8571
423.9928	1.4286
477.799	2.2857
544.3134	2.2857
633.7045	2.5714
698.7786	2.5714
762.2114	2.2857
849.6602	1.4286
916.778	0.5714
1033.1204	-0.5714
1176.941	-0.8571
1400.3171	-0.8571
1612.6761	-1.4286
1898.0248	-1.1429
2162.2488	-1.4286
2490.1553	-2.5714
2806.165	-3.4286
3128.1172	-4.2857
3412.0774	-4.8571
3563.5823	-5.4286
3762.4583	-6.5714
3929.521	-7.7143
4059.6685	-8.8571
4104.002	-10.2857
4148.8193	-13.4286
4286.23	-56.8571
4333.0376	-61.7143
4525.4355	-54.5714
4675.3198	-51.7143
4882.916	-55.4286
5155.4214	-60
5384.335	-63.7143
5502.5757	-65.7143
5684.8232	-66.2857
5937.2441	-61.4286
6067.627	-56.2857
6406.2485	-52.2857
6763.7676	-49.7143
7141.2393	-48.2857
7377.7603	-47.4286
7874.562	-48.8571
8224.2129	-50.8571
8496.6025	-54.2857
8778.0127	-57.7143
9068.7441	-60.8571
9471.4199	-63.7143
