200	-18
211.5112	-16.8254
227.6844	-15.2381
251.1886	-13.3333
277.1192	-11.1111
298.3092	-9.5238
329.1041	-7.619
358.6465	-6.3492
376.7038	-5.0794
405.5085	-3.8095
431.188	-2.5397
452.8976	-1.9048
487.5285	-1.9048
524.8074	-3.4921
558.0417	-4.7619
586.1382	-5.3968
623.2563	-6.0317
679.2036	-6.3492
722.2153	-5.7143
777.4396	-4.4444
836.8867	-3.4921
934.688	-2.2222
1018.5914	-1.2698
1096.4781	-0.6349
1165.9144	-0.3175
1255.0663	-0.6349
1367.7289	-0.6349
1436.5917	-1.2698
1490.5046	-3.4921
1546.4409	-6.0317
1565.549	-7.9365
1604.4764	-10.1587
1644.3717	-12.381
1685.259	-14.2857
1748.5042	-15.5556
1905.4607	-14.2857
2001.3975	-13.0159
2181.0552	-12.0635
2319.1741	-10.7937
2406.209	-8.5714
2558.5859	-7.3016
2687.4062	-6.0317
3001.4653	-5.7143
3114.1055	-6.9841
3270.8955	-7.9365
3435.5796	-6.6667
3564.5112	-7.9365
3698.2817	-9.2063
3932.4812	-11.1111
4080.061	-12.6984
4181.5117	-13.9683
4285.4854	-15.5556
4446.3125	-17.4603
4501	-19.6825
4505	-28.254
4520	-46.0317
4556.8701	-70.4762
4613.1758	-78.4127
5000	-100
8000	-100
