102.211838	-22.777779
111.559341	-21.388889
123.100914	-20.277779
135.836548	-18.888889
148.259109	-17.777779
158.316055	-16.388889
170.914581	-15.555555
184.515671	-14.444445
203.605072	-13.333333
222.22522	-11.666667
250.639709	-9.722222
270.585205	-8.333333
295.330841	-6.944445
322.339508	-5.833333
340.460327	-4.166667
363.554962	-3.333333
383.992767	-2.222222
410.040344	-1.388889
433.0914	-0.833333
457.438324	-0.555556
488.467987	-1.111111
527.339478	-1.944444
556.98468	-3.055556
588.296387	-4.166667
614.608521	-4.722222
656.299622	-4.722222
708.526794	-4.166667
756.588684	-3.333333
807.910828	-2.222222
862.714294	-1.666667
921.235229	-0.833333
973.023926	0
1050.455566	0.555556
1121.71167	1.388889
1184.770386	1.111111
1293.120361	0.555556
1396.02478	0.277778
1442.596558	-0.555556
1507.118042	-3.611111
1540.453003	-5.833333
1591.843018	-8.333333
1627.052002	-11.111111
1681.330933	-13.055555
1718.519165	-14.444445
1815.128418	-13.055555
1917.168701	-11.666667
2092.498047	-10.833333
2234.439697	-9.722222
2360.052246	-7.777778
2465.607666	-6.388889
2632.858643	-5.277778
2720.69165	-4.166667
2905.24585	-3.888889
3068.568848	-5.277778
3170.937256	-6.111111
3349.196533	-5
3537.476807	-5.833333
3695.693604	-7.5
3777.436279	-9.166667
4033.67334	-10.555555
4260.432617	-11.388889
4450.984375	-11.944445
4650.058594	-12.777778
4858.037109	-13.055555
5020.102539	-13.611111
5187.574707	-14.444445
5360.633789	-12.5
5600.393066	-11.944445
5850.875977	-11.388889
6046.062988	-10.833333
6247.761719	-11.944445
6456.188965	-13.055555
6598.989258	-8.888889
6969.961914	-9.722222
7124.125977	-7.5
7202.481934	-5
7281.699707	-3.055556
7442.759277	-1.666667
7607.380859	-0.555556
7775.643555	-2.5
7861.165527	-3.888889
8123.416504	-5
