103.8957	40.7121
116.5172	41.9505
126.9797	42.6935
137.0659	43.4365
153.717	44.1796
170.7517	45.1703
187.8706	45.9133
210.6936	46.4087
231.817	47.1517
255.058	47.3994
277.9607	47.6471
308.7639	48.3901
336.4891	49.1331
380.9894	49.3808
427.2729	49.6285
483.7793	49.6285
547.7586	49.8762
608.4604	49.8762
669.4623	49.8762
736.58	49.6285
810.4266	49.3808
858.2424	48.6378
935.3074	48.1424
1019.2923	47.6471
1110.8186	46.904
1245.7638	46.6563
1410.5146	46.4087
1581.8676	46.161
1740.4595	45.6656
1914.951	45.418
2027.9346	45.1703
2231.2473	44.6749
2454.9434	44.1796
2701.0664	43.4365
2943.606	42.9412
3238.7202	41.9505
3462.7336	40.9598
3809.8938	40.2167
4112.5186	39.4737
4396.9702	38.9783
4791.7915	38.2353
5172.4102	37.7399
5530.1714	37.9876
5800.7676	37.9876
6143.0176	38.7307
6443.6011	39.969
6889.2871	40.9598
7157.6719	42.1981
7436.5122	42.9412
7800.3877	42.9412
8104.2661	41.4551
8419.9824	39.226
8831.9805	36.9969
9176.0469	34.0248
9717.4404	32.291
9810.7285	30.805
