106.367668	-20.207254
126.437729	-18.341969
146.628983	-16.476685
165.897232	-14.922279
185.394363	-13.367876
207.182892	-11.813472
240.268616	-9.326425
261.957336	-8.082902
289.151855	-6.217617
311.384918	-4.663212
339.493225	-3.108808
370.138794	-1.243523
403.55072	0
439.978668	0
473.808899	-0.310881
522.996338	-0.932642
556.299011	-2.797927
584.46167	-3.73057
614.050049	-4.352332
645.136292	-4.663212
694.741211	-4.663212
748.160278	-4.663212
795.800659	-3.73057
856.990234	-3.108808
934.349548	-2.487047
1031.347046	-2.176166
1070.263306	-1.865285
1181.370361	-2.176166
1256.596069	-2.487047
1336.612061	-3.108808
1404.277954	-4.041451
1457.266113	-5.284974
1512.253784	-7.772021
1550.060059	-9.948187
1588.811523	-12.435233
1608.549072	-14.611399
1628.53186	-16.476685
1648.762817	-18.96373
1710.976196	-20.207254
1797.59436	-21.139896
1865.423706	-20.829016
1959.860718	-19.896374
2110.55542	-19.585493
2190.193848	-20.207254
2244.94873	-18.96373
2447.597168	-17.720207
2603.452148	-17.409327
2735.251953	-16.476685
2873.723877	-17.098446
2982.15918	-18.341969
3056.713135	-19.274611
3094.686279	-20.207254
3374.039307	-19.896374
3501.353271	-20.829016
3633.471191	-22.6943
3770.574219	-24.248705
3912.85083	-26.113989
4110.938965	-27.979275
4319.055176	-28.911917
4537.707031	-29.533678
4767.428223	-31.398964
5197.777832	-33.886009
5460.915039	-32.020725
5880.808105	-31.709845
6102.710938	-31.709845
6332.986816	-32.642487
6491.311523	-33.57513
6904.656738	-31.398964
7165.192871	-29.533678
7344.322754	-26.42487
7527.930664	-24.248705
7909.031738	-26.42487
8000	-30
