100	-19.375
114.3814	-17.8125
130.8311	-16.25
151.4856	-14.6875
169.0895	-13.125
186.4477	-11.875
208.1145	-9.6875
232.2992	-8.125
256.1463	-6.25
279.0123	-4.6875
307.6548	-2.8125
343.4069	-1.25
374.0626	0
412.4626	1.25
454.8047	1.5625
507.6569	1.5625
526.6055	0.9375
546.2614	-0.3125
573.6152	-1.25
595.0258	-2.1875
617.2355	-2.8125
648.1434	-3.125
697.4312	-2.8125
759.6904	-2.5
827.5074	-1.5625
912.4565	-0.625
981.8439	0
1056.5077	0.625
1136.8494	0.625
1238.3351	-0.3125
1316.3258	-0.9375
1416.4252	-1.5625
1505.632	-2.1875
1600.457	-2.1875
1680.5994	-0.9375
1808.3997	0
1945.9186	0
2093.895	-0.625
2225.769	-0.625
2308.8474	-1.875
2395.0266	-2.8125
2454.2593	-3.4375
2545.866	-4.0625
2608.8291	-4.6875
2673.3494	-6.25
2773.1338	-7.8125
2841.7175	-8.75
3020.6897	-9.375
3133.4387	-8.125
3250.3965	-6.875
3371.7197	-5.625
3540.5571	-5
3763.5425	-4.6875
4000.5713	-5.9375
4149.895	-7.5
4200.8984	-8.75
4520.3535	-8.75
4805.0469	-9.0625
4984.3984	-9.6875
5429.3521	-10
5701.2251	-8.75
5914.0269	-7.5
6060.2896	-7.1875
6134.772	-10
6210.1694	-12.5
6441.9683	-13.75
6601.2876	-12.8125
6847.6851	-13.4375
8000	-20
