ID,Age,Gender,F_V_BCD,S_Z_BCD,SH_ZH_BCD,TH_DH_BCD,F_V_WCD,S_Z_WCD,SH_ZH_WCD,TH_DH_WCD,F_V_CO,S_Z_CO,SH_ZH_CO,TH_DH_CO,F_V_CD,S_Z_CD,SH_ZH_CD,TH_DH_CD,Condition
S040,66,female ,-1561.089771447554,-96.54133350704967,,,1925.03830468951,727.3206213668394,748.8082528731438,577.4413249397888,5594.072506170999,2408.9663976678557,0.0,0.0,-0.7203697614502406,-0.1324504268831943,,,cc
S035,66,female ,290.9031699812581,1153.8982756329733,,,784.1093015957106,1179.1281813663313,331.4890241345847,812.8382483819058,1717.5542977915661,1715.3261281590794,0.0,0.0,0.3699331055525867,0.9645171620662327,,,cc
S015,70,female ,-256.47080125797265,437.53500465406205,,,1564.9429631029518,1574.5234342128215,840.6040779254848,1220.6640846293997,4808.265433488209,4656.075635376679,0.0,0.0,-0.1487524339426245,0.2747325990525285,,,cc
S007,71,male ,1886.1533824805683,973.1308194513158,,-1447.1012712038673,1523.9567573864401,1649.499278416211,1462.2189961087713,746.4961577352067,1698.6044216323453,4589.956521881792,0.0,3565.116511829293,1.2221373827512891,0.588346439463883,,-1.370743990212059,cc
S016,63,female ,327.9640942925538,827.5022369305748,,-161.6040179789178,173.6082757673999,1647.8934912145883,584.8442902590637,258.5294594640727,135.02823226354212,4108.693981533326,0.0,1391.2939710194253,1.3357982736414933,0.5021338290697516,,-0.4420049352084208,cc
S005,74,female ,2434.2543101950973,2504.1437999617,,-1289.5969164714656,1520.4294785215784,1777.2148798586184,318.9487136985618,977.9215395552179,2458.028240329843,5201.297546236047,0.0,4404.406564626301,1.5399804053272073,1.3999288735713378,,-0.9324702317621322,cc
S001,74,male ,1447.2193859968163,2031.2070972285474,2586.897982950365,445.15186627131254,459.64666441819634,1274.3002051186209,205.47913385905832,442.2161685286578,-451.09688364343367,4473.95743305701,-2117.260177854071,1934.2100236604238,2.3742430075547625,1.5758364503299327,8.902184234612815,0.9842349415567317,cc
S012,77,male ,2515.9380377155294,2449.3233456465996,,,552.7971429723357,1185.498314298306,139.63518643195948,1197.1796381880574,-1534.3975133178405,1716.277909400013,0.0,0.0,3.265645265455412,2.0510275933145845,,,cc
S077,77,female ,2046.1498878155971,4119.664774301358,1323.6504416154312,,894.6903837921096,1495.4470229839576,376.89495115984687,1144.2436339169274,177.47738304700044,4465.278610743486,234.29184070854762,0.0,1.6872788221136579,2.728116112721481,2.4833503349050807,,cc
S018,72,male ,1557.3154015513228,2000.8877134946772,,271.439350042864,910.1766596376905,1038.1318121450597,836.5836867917453,237.29020842609083,419.06253606632293,2868.4526182409695,0.0,758.0654059670079,1.3404806330684573,1.9120170032171007,,1.1438290205439172,cc
