ID,Age,Gender,P_VOT,B_VOT,T_VOT,D_VOT,K_VOT,G_VOT,F_COG,V_COG,S_COG,Z_COG,SH_COG,ZH_COG,TH_COG,DH_COG,IY_ERB,IH_ERB,UW_ERB,UH_ERB,AA_ERB,AE_ERB,IY_DUR,IH_DUR,UW_DUR,UH_DUR,AA_DUR,AE_DUR,Condition
S039,66,female ,0.0231491217859201,0.015222826190547425,0.02668193166296272,0.02931331436538648,0.036890037281878486,0.02746161864796904,1563.7975305753635,560.838782700105,5155.212051846082,2426.884973404536,3804.8414025120146,,728.6059986021322,577.7242228524325,4.089110207610651,3.318721930047844,4.2316716051679535,2.551722132675036,2.2822758127037583,2.173254246334341,0.17033333333333414,0.054137931034482834,0.1090909090909096,0.06666666666666703,0.1300000000000001,0.1673684210526325,cc
S070,72,female ,0.055859793992112834,0.02446140567044302,0.02558212499698474,0.022777136174195082,0.019062529426491268,0.03376964810049247,1060.097860056615,505.82174678039337,4298.685186725389,2965.0341597856395,3681.455747212786,,,1341.2141253035284,3.9265820622360974,3.06636789679606,5.4604069418861245,3.0273245255514585,4.529262152063156,0.8417647251946878,0.17666666666666764,0.049090909090908935,0.11999999999999922,0.11333333333333387,0.1800000000000006,0.21000000000000085,cc
S019,57,female ,,0.02231592932812987,0.08493824949385065,0.01199223571285124,0.04188414328503235,0.01207817338770075,2553.486249152045,517.6139144087339,3185.998234542725,2077.166476172013,3358.1085077046864,,847.9467370297191,879.0688374940726,5.204726154777697,1.549304830518426,4.960571581337266,3.5188516135527377,2.8379009000710376,1.1080822982489926,0.12285714285714328,0.05875000000000007,0.18499999999999872,0.08999999999999986,0.16666666666666666,0.19000000000000009,cc
S011,70,female ,0.01894311596692393,0.018541533952384448,0.08283090917540904,0.020036477977805944,0.053142504367518745,0.015732503607504,1506.5620891789931,1221.7208373722635,3288.3048977498743,2894.662589816497,2573.883870243173,,1516.212744681834,1741.1282396891934,4.531602869287216,2.7845703885574693,3.541309857211276,4.139382476624088,3.6855046251204566,1.1240109741662176,0.13874999999999915,0.05333333333333496,0.09000000000000104,0.08499999999999908,0.2150000000000003,0.245000000000001,cc
S063,65,male ,,0.09607048374905423,0.02497197563473844,0.03698221164887716,0.02200856782106833,0.026636771462523082,2963.550074750976,681.4748533047599,4185.8818575568375,1932.2166039611386,2322.744507737973,,418.0222523099646,858.6657781758058,2.914993018269272,2.4397703779874425,4.01512344315275,2.2350694924950294,2.5348886348837327,1.5248715582674446,0.09777777777777727,0.06166666666666744,0.0916666666666659,0.07000000000000027,0.1080000000000009,0.08666666666666749,cc
S021,64,female ,0.033117925875785666,0.04704825320136674,0.041975526411193086,0.02481529579098396,0.07625161586814805,0.03588189383844753,1387.273599860843,569.0544055819213,2996.181377196829,3260.455231721928,2369.602797373177,,,975.5733942127097,3.3377476084892814,2.4117682148579718,,3.9987753484781563,3.722625328422039,2.733164017482133,0.19533333333333391,0.062105263157894164,0.05000000000000071,0.11000000000000232,0.1150000000000002,0.14571428571428616,cc
S124,69,female ,0.07563955885384388,0.03117272021041846,0.02092118463547088,0.019385573421288528,0.028355206234215707,0.02125547071975742,538.9537723867556,995.24364084302,4219.607082073399,1874.6002038524384,2314.573123806336,,,1175.125993595052,3.9583567157700266,,3.5230163523268674,4.322550141104934,,,0.08714285714285706,0.03500000000000103,0.1466666666666665,0.06333333333333317,0.12999999999999812,,cd
S096,71,female ,,0.030468149840750414,0.06207724539402599,0.09352257266542807,0.13380422783148305,0.0276673080888159,1702.5856839744204,858.8531626590448,1994.4060595155026,1113.1686963412956,3158.577019724522,,2049.9874997435827,804.3473136225842,2.9142252735000502,3.4203695454987346,4.5212435754593345,,2.5090418248548336,3.240948016607724,0.19428571428571115,0.053529411764705055,0.090000000000002,0.1700000000000017,0.13799999999999812,0.1925000000000008,cd
S144,73,male ,,,0.0329440007050258,0.03646505869562648,0.026129645820942925,0.028399372736107164,768.2275258640692,731.7878431625581,1289.8772727650794,1196.7343614856684,3517.726564498801,,1165.006376112915,1557.5225396814906,,,4.543806683303446,,2.7315367515436724,4.489135487836411,0.029999999999999364,0.034999999999999636,0.07249999999999979,0.029999999999999364,0.039999999999999584,0.1299999999999999,cd
S140,79,female ,0.042589468330074716,0.02944536388413965,0.02537662550165661,0.02249211181405606,0.015585108735461263,0.015332994052132062,914.1303724967644,512.2077206067538,640.7391414226155,605.6936120744391,1295.3801730274922,,590.9904730849565,695.4146188886705,3.309731426405597,2.6095509185824484,,2.9043139955800865,3.0327667312855286,1.3625458200678064,0.10571428571428676,0.06150000000000036,0.030000000000001137,0.05000000000000071,0.18999999999999845,0.1683333333333327,cd
S127,72,female ,0.012591229757898505,0.07095238095238443,0.023049800728373832,0.04377078036601878,0.0450978973407551,0.02651154401154621,4818.27988534959,783.2433696490277,5080.887620010106,1877.590896755368,1952.992834615603,,,1364.1164924079476,4.115566247419029,1.4185403227542055,5.920896743257448,,3.002489450826121,1.0919575065886484,0.04000000000000034,0.04857142857142956,0.13999999999999968,0.030000000000001137,0.1299999999999996,0.125,cd
S122,62,female ,,0.019939744258270758,0.022762845851960367,0.02703611338265124,0.061157997674451035,0.02210349076501429,2001.7903586419889,570.8859372358472,4500.441112428916,1637.7579384209464,2796.4991850358992,,,529.0223220431161,3.9516641930119305,2.2847382803940315,,4.80267430740655,2.8956267020221347,1.927799588815364,0.10099999999999908,0.06071428571428555,,0.07250000000000001,0.1337499999999996,0.11699999999999955,cd
